email,senha,nome,sobrenome,cep,endereco,numero,complemento,cidade,apelido cartao,pan,dataexp,cvv,cpf
pedro.souza@gmail.com,d23961,Pedro,Souza,872325488,Presidente Mariana Franco Maruffa,866,Ap. 51,Campo Largo,VISA teste,4486800577641690,1123,780,85161428007
andré.gomes@outlook.com,adaa76,André,Gomes,617034487,Marechal Paraná,35,Ap. 165,Porto Alegre,VISA teste,4929047813199920,0522,892,33711153146
jorge.padovani@outlook.com,def5e4,Jorge,Padovani,631138862,Marechal Laura da Meneghel Kruger,979,Casa,Florianópolis,VISA teste,4024007182297770,0522,994,00877074768
alan.megumi@gmail.com,24dd8e,Alan,Megumi,756643625,Marechal Antonio Schumacher Krum,890,Casa,Manaus,VISA teste,4532361709438540,0422,762,36414784713
caio.lopes@gmail.com,4bbf7f,Caio,Lopes,153328404,Marechal Elaini Kruger Maruffa,670,Casa,Maceió,VISA teste,4024007191324680,1029,311,63606478186
luis.vicente@bol.com.br,206d73,Luis,Vicente,002671453,Presidente Emerson Pedri Barreto,54,Casa,Curitiba,VISA teste,4929744348849970,0825,355,25332052773
enzo.sousa@gmail.com,10e025,Enzo,Sousa,326646163,Marechal Edson Harres Dencker,1433,Casa,Vitória,VISA teste,4308448988531870,0427,474,45527336604
josé.souza@outlook.com,cdc85f,José,Souza,217244041,Coronel Daniel de Handa Andrade,438,Casa,Campo Grande,VISA teste,4916340144674880,0625,742,71550011525
marcus.pedri@gmail.com,e25101,Marcus,Pedri,688285851,Coronel Santa Catarina,1221,Casa,Porto Seguro,VISA teste,4024007174555020,0229,846,02888631285
carolina.kniss@outlook.com,9653fb,Carolina,Kniss,828461378,Presidente Marcus Gomes Vicente,1335,Casa,Monte Alegre do Sul,VISA teste,4555125178952390,0722,318,26763307310
luiz.krajuska@bol.com.br,dd7958,Luiz,Krajuska,442003715,Presidente Luna de Starosta Dencker,1464,Ap. 145,Curitiba,VISA teste,4869642868343490,0722,447,66311803103
natalie.franco@outlook.com,d368b5,Natalie,Franco,263324320,Presidente Maria da Campos Iboshi,1625,Casa,Rio de Janeiro,VISA teste,4539921473708310,0028,395,56070760344
isabella.kruger@outlook.com,ee85b6,Isabella,Kruger,876160071,Presidente Caio da Queiroz Rodrigues,202,Casa,Aracaju,VISA teste,4556949221403880,0424,039,14177563802
fernando.maruffa@outlook.com,8465df,Fernando,Maruffa,132237558,Marechal Amadeus Vicente Handa,1691,Ap. 62,Vitória,VISA teste,4024007126587730,0629,394,46704648116
isabella.kawasaki@gmail.com,9e0bd7,Isabella,Kawasaki,442370508,Coronel Antonio Olini Iboshi,563,Casa,Monte Alegre do Sul,VISA teste,4539053729042590,0927,482,36041333651
luna.sousa@outlook.com,3ab882,Luna,Sousa,268757668,Presidente Pará,361,Casa,Maceió,VISA teste,4486332606292380,0025,363,36808216781
marcos.krajuska@bol.com.br,8e59f0,Marcos,Krajuska,456261560,Presidente Ossian Harres Dencker,574,Casa,Campo Largo,VISA teste,4916611778436190,1024,485,12052302427
amadeus.souza@gmail.com,c75f12,Amadeus,Souza,685635822,Presidente Jorge Meneghel Yamada,1206,Casa,Porto Alegre,VISA teste,4024007124153200,0329,534,44444522475
ossian.iboshi@bol.com.br,8e6c47,Ossian,Iboshi,560843414,Coronel Júlia Harres Queiroz,1950,Ap. 74,Belo Horizonte,VISA teste,4486473195916200,1121,805,57522001763
laura.olini@outlook.com,f329ba,Laura,Olini,506420782,Coronel Rio de Janeiro,454,Casa,Vitória,VISA teste,4024007151689750,0928,632,35420615704
eloisa.ameixa@outlook.com,5cba1d,Eloisa,Ameixa,772225445,Marechal Fernando de Yamada Martins,1770,Ap. 160,Belo Horizonte,VISA teste,4532752379678300,0025,180,07416301073
sílvio.martins@outlook.com,903650,Sílvio,Martins,203140558,Presidente Pedro da Kawasaki Starosta,763,Casa,Rio de Janeiro,VISA teste,4532459583850040,1223,806,68772834347
ada.megumi@outlook.com,ff1ac0,Ada,Megumi,764782252,Coronel Aline Sousa Starosta,1481,Casa,Cuiabá,VISA teste,4024007122836500,0828,343,36288034423
laura.dencker@bol.com.br,695ec4,Laura,Dencker,435783364,Marechal Fernando Schumacher Kniss,497,Ap. 132,Florianópolis,VISA teste,4532039397310190,0522,566,60786575211
luiz.lopes@bol.com.br,41db57,Luiz,Lopes,667644061,Marechal Silvana da Dencker Moreira,778,Casa,Belém,VISA teste,4556652014376060,0423,380,30775487752
renan.iboshi@outlook.com,105a3f,Renan,Iboshi,584623474,Marechal Amadeus Gomes Barreto,453,Ap. 146,Nova Serrana,VISA teste,4486713500823630,0727,406,70610744326
sandra.maruffa@outlook.com,ecfa6c,Sandra,Maruffa,781474126,Presidente Amadeus Lopes Kawasaki,679,Ap. 33,Nova Serrana,VISA teste,4916258708877090,0523,379,38247616082
eloisa.calopsita@bol.com.br,a83275,Eloisa,Calopsita,235624065,Coronel Fernando da Martins Kniss,1563,Ap. 124,Campo Grande,VISA teste,4024007152183250,1123,809,23071780673
livia.gomes@outlook.com,24654d,Livia,Gomes,328410021,Presidente Luis da Iboshi Harres,995,Ap. 199,Manaus,VISA teste,4539048073466300,0622,887,05556363535
andré.gomes@outlook.com,adaa76,André,Gomes,778112408,Coronel Rio de Janeiro,1914,Casa,Itapoá,VISA teste,4024007172535280,0626,153,43153002407
luis.krajuska@bol.com.br,769463,Luis,Krajuska,717378862,Coronel Minas Gerais,701,Casa,Campo Largo,VISA teste,4532880104408190,1029,376,87317573640
dante.pereira@outlook.com,181a52,Dante,Pereira,768838462,Presidente Amazonas,1070,Ap. 141,Aracaju,VISA teste,4742315439736540,1023,218,31276460536
roberto.megumi@outlook.com,1f46aa,Roberto,Megumi,464546762,Coronel Pedro Queiroz Vicente,1360,Casa,Palotina,VISA teste,4532459272152700,0729,148,77112624646
aline.vicente@bol.com.br,18ee24,Aline,Vicente,673280543,Marechal Luis da Rodrigues Cremonezi,264,Ap. 152,Monte Alegre do Sul,VISA teste,4556633632274610,0329,127,13150600716
luis.kovalski@outlook.com,b0f31c,Luis,Kovalski,828146022,Coronel Jorge Dudeque Martins,1836,Casa,Monte Alegre do Sul,VISA teste,4716019112161650,0928,927,06856770810
maria.lopes@bol.com.br,91c516,Maria,Lopes,631453307,Coronel São Paulo,1610,Ap. 38,Curitibanos,VISA teste,4532606572496090,1025,029,20403407155
alfredo.pera@bol.com.br,c96372,Alfredo,Pera,672435358,Marechal Mato Grosso,1966,Casa,Monte Alegre do Sul,VISA teste,4491054743404570,0525,245,61815421460
luna.pedri@gmail.com,9342fd,Luna,Pedri,653518618,Marechal Elaini de Cremonezi Shinohata,261,Ap. 94,Manaus,VISA teste,4556562645910930,0022,234,40088212873
alan.handa@gmail.com,73f9dd,Alan,Handa,462585047,Presidente Sílvio Franco Sousa,1424,Casa,Porto Seguro,VISA teste,4024007161519660,1027,374,11044803871
emerson.gallice@bol.com.br,a80bb9,Emerson,Gallice,733778462,Marechal Júlia Starosta Handa,1725,Casa,Palotina,VISA teste,4024007130253880,0825,419,03070475701
laura.vicente@outlook.com,09fae7,Laura,Vicente,404127824,Presidente Elaini da Kniss Gomes,526,Ap. 164,Campo Largo,VISA teste,4024007102654490,0726,328,45266002275
natalie.lopes@outlook.com,ea7ca7,Natalie,Lopes,606203885,Coronel Daniel Padovani Moreira,325,Casa,Vitória,VISA teste,4486535968103700,0029,087,57586223452
amadeus.krajuska@bol.com.br,a01d50,Amadeus,Krajuska,458305520,Presidente Sandra da Iboshi Pereira,1126,Ap. 104,Palotina,VISA teste,4716196264723700,1222,827,40200070170
thiago.dudeque@gmail.com,167ddd,Thiago,Dudeque,143157505,Marechal Luna Calopsita Pereira,941,Casa,Maceió,VISA teste,4532960938080630,0221,006,44401320575
laura.souza@bol.com.br,7e502e,Laura,Souza,706227538,Presidente Carolina Andrade Franco,629,Ap. 6,Manaus,VISA teste,4716758804203070,0227,181,26212442437
marcus.shinohata@outlook.com,59a263,Marcus,Shinohata,263613736,Marechal Ada de Calopsita Lopes,62,Ap. 199,Florianópolis,VISA teste,4062448906281140,0829,636,56702136865
andré.pera@outlook.com,110bf5,André,Pera,521187046,Coronel Natalie Cremonezi Pera,275,Ap. 141,Curitibanos,VISA teste,4916318006874800,0522,802,04454846101
emerson.campos@outlook.com,463e06,Emerson,Campos,826684112,Coronel Sandra Kovalski Meneghel,981,Ap. 168,Manaus,VISA teste,4486198017247620,0826,518,66305632438
caio.campos@outlook.com,6ecef2,Caio,Campos,351117641,Marechal Caio Lopes Shinohata,1174,Ap. 140,Porto Seguro,VISA teste,4024007176443800,0327,199,87135402622
isabella.lopes@outlook.com,8c2d17,Isabella,Lopes,286218226,Presidente Rio de Janeiro,41,Casa,Palotina,VISA teste,4929492060725400,1023,785,78774782730
enzo.olini@gmail.com,01b866,Enzo,Olini,781632640,Marechal Renan Shinohata Yamada,1652,Ap. 193,Rio de Janeiro,VISA teste,4486374300712760,0725,192,28015665852
júlia.harres@bol.com.br,7bced7,Júlia,Harres,362347076,Presidente Eduardo da Rodrigues Cremonezi,163,Casa,Nova Serrana,VISA teste,4388971662156980,0824,052,24132517344
natalie.padovani@outlook.com,c8f2da,Natalie,Padovani,653613411,Marechal Fernando Cremonezi Moreira,403,Ap. 85,Santa Maria,VISA teste,4532166235678800,1125,156,78703601286
luna.ameixa@bol.com.br,28cdb7,Luna,Ameixa,456633642,Coronel Jorge de Strozzi Gil,527,Ap. 70,Curitiba,VISA teste,4532818042786210,1029,811,55743432666
marcos.meneghel@bol.com.br,f1091d,Marcos,Meneghel,140525706,Marechal Luis da Padovani Handa,1632,Casa,Divinópolis,VISA teste,4929515997248550,1228,842,82042648882
maria.krajuska@gmail.com,4f5c08,Maria,Krajuska,576515032,Marechal Edson Gomes Kovalski,1197,Casa,São Paulo,VISA teste,4532509328274790,1029,445,85477421112
ada.dencker@outlook.com,100087,Ada,Dencker,330410140,Marechal Livia Maruffa Gil,796,Ap. 1,Palotina,VISA teste,4916813405350720,0227,590,17616261614
ada.iboshi@outlook.com,9b9fa2,Ada,Iboshi,252673873,Coronel Eloisa Ameixa Meneghel,885,Casa,Palotina,VISA teste,4539603369202720,0526,273,05081677680
eduardo.sousa@gmail.com,468ad1,Eduardo,Sousa,863340086,Marechal Eduardo de Olini Calopsita,75,Casa,Belo Horizonte,VISA teste,4470772480567800,1129,056,05806654220
dante.ameixa@outlook.com,ad8603,Dante,Ameixa,800152470,Marechal Fernando Padovani Souza,333,Ap. 32,Monte Alegre do Sul,VISA teste,4200131263950430,1021,654,26085523112
mariana.meneghel@outlook.com,67753e,Mariana,Meneghel,015878143,Marechal Eloisa Dudeque Rodrigues,968,Ap. 30,Campo Grande,VISA teste,4486921064074020,0222,129,72814678607
edson.krum@outlook.com,c4ba43,Edson,Krum,801672001,Marechal Guilherme da Andrade Krajuska,1852,Ap. 189,Rio de Janeiro,VISA teste,4556546000569170,0628,626,01356018625
antonio.kovalski@outlook.com,c818c7,Antonio,Kovalski,513500675,Presidente Sandra de Souza Gallice,1887,Casa,Rio de Janeiro,VISA teste,4539936020463280,0623,510,83083265661
sandra.yamada@bol.com.br,7c9441,Sandra,Yamada,810385873,Presidente Marcus de Pedri Kawasaki,1210,Casa,Belém,VISA teste,4532961205817470,0726,406,32110611151
alan.rodrigues@outlook.com,9d78d1,Alan,Rodrigues,601762444,Coronel Mato Grosso,1198,Ap. 148,Itapoá,VISA teste,4539549869960810,0824,153,67224652182
edson.kawasaki@outlook.com,66a316,Edson,Kawasaki,052428206,Presidente Luis de Kovalski Handa,1608,Ap. 84,Vitória,VISA teste,4486917450947400,0828,945,62221464555
ossian.vicente@outlook.com,58c0fe,Ossian,Vicente,042438788,Presidente Elaini Meneghel Sousa,1733,Casa,Vitória,VISA teste,4486457727197760,1128,421,74787766656
josé.vicente@gmail.com,4cb2a3,José,Vicente,030364483,Coronel Renan da Pedri Cremonezi,45,Ap. 47,Nova Serrana,VISA teste,4716276655651720,0223,819,67224504727
eduarda.vicente@outlook.com,48a101,Eduarda,Vicente,183713176,Marechal Renan Cremonezi Kawasaki,1996,Casa,Aracaju,VISA teste,4024007191894840,0126,034,25428300768
luis.iboshi@outlook.com,ed1080,Luis,Iboshi,538637721,Presidente Roberto Megumi Sousa,1040,Ap. 5,Monte Alegre do Sul,VISA teste,4695003338367300,0425,579,06082044731
luna.maruffa@bol.com.br,34ddb3,Luna,Maruffa,131641167,Presidente Aline Pereira Gallice,1352,Casa,Maceió,VISA teste,4486657401106100,0725,501,28538774043
sandra.franco@outlook.com,c8a8ff,Sandra,Franco,731786018,Presidente São Paulo,327,Ap. 125,Curitibanos,VISA teste,4532537185468730,0128,819,88164073084
aline.maruffa@gmail.com,2f9695,Aline,Maruffa,604561863,Coronel Carolina Dencker Moreira,100,Casa,Porto Alegre,VISA teste,4929853622408410,0529,199,70127468774
emerson.gil@bol.com.br,e3dc52,Emerson,Gil,557277886,Marechal Jorge Shinohata Maruffa,47,Casa,Salvador,VISA teste,4870776454442080,1023,860,32050821056
luiz.kawasaki@outlook.com,7e0b99,Luiz,Kawasaki,357533452,Marechal Enzo de Kniss Maruffa,984,Ap. 32,Divinópolis,VISA teste,4486932428591530,0822,097,12145016654
marcos.strozzi@bol.com.br,09a87f,Marcos,Strozzi,236442220,Coronel Fernando de Gomes Schumacher,1031,Casa,Florianópolis,VISA teste,4486970288253950,0825,346,12628445822
alfredo.ameixa@outlook.com,47567a,Alfredo,Ameixa,742628476,Coronel Ada Kniss Martins,1668,Casa,Aracaju,VISA teste,4716954032311900,0123,141,88261600868
júlia.kovalski@outlook.com,37c4c9,Júlia,Kovalski,538730633,Marechal Pará,1440,Casa,Itapoá,VISA teste,4486809022723550,1222,096,81123845701
luiz.calopsita@gmail.com,b70d01,Luiz,Calopsita,623321748,Coronel Amadeus Campos Sousa,492,Casa,Manaus,VISA teste,4916938978127760,0122,341,14808382820
renan.pedri@bol.com.br,6830fa,Renan,Pedri,618603450,Marechal Denise da Kawasaki Kawasaki,379,Ap. 72,Porto Seguro,VISA teste,4916162778718270,0326,478,00168387423
jorge.gomes@outlook.com,716fc8,Jorge,Gomes,721845175,Presidente Isabella Franco Harres,368,Casa,Belém,VISA teste,4486721845496530,1028,889,71374166650
enzo.iboshi@outlook.com,1272d8,Enzo,Iboshi,205066856,Marechal Amadeus da Gil Campos,779,Ap. 49,Florianópolis,VISA teste,4746556064905050,0729,604,74844012476
renan.meneghel@outlook.com,f08435,Renan,Meneghel,300273575,Presidente Denise de Gil Kovalski,1705,Casa,Palotina,VISA teste,4532381999556770,1226,861,56540070484
pedro.harres@outlook.com,678e3e,Pedro,Harres,034358401,Coronel Eduardo Vicente Starosta,270,Casa,Porto Alegre,VISA teste,4556800185579240,0322,087,00650520135
renan.gallice@outlook.com,54624f,Renan,Gallice,542108241,Coronel Elaini Calopsita Rodrigues,24,Ap. 156,Curitibanos,VISA teste,4024007152609420,0427,790,31058417252
alan.krum@gmail.com,af3607,Alan,Krum,672536548,Presidente Silvana Strozzi Harres,248,Ap. 141,Curitibanos,VISA teste,4929071137594620,0623,571,54354453511
marcus.krajuska@bol.com.br,102395,Marcus,Krajuska,464447277,Coronel Enzo Shinohata Handa,676,Ap. 5,Curitiba,VISA teste,4486446896230300,0926,249,32517768700
fernando.handa@gmail.com,58faf9,Fernando,Handa,067681564,Coronel Júlia Kruger Souza,795,Casa,Aracaju,VISA teste,4916814197212490,0628,283,17522878667
marcus.sousa@gmail.com,c0baec,Marcus,Sousa,527846400,Presidente Daniel Shinohata Yamada,874,Casa,Vitória,VISA teste,4486728666899610,0929,692,51630081031
fernando.moreira@outlook.com,4be745,Fernando,Moreira,254404873,Presidente Sílvio Gil Starosta,592,Casa,Curitibanos,VISA teste,4113829973805340,0824,792,22754786732
renan.strozzi@bol.com.br,76b8f9,Renan,Strozzi,122166628,Presidente Amazonas,645,Ap. 149,Belém,VISA teste,4556622705464130,0723,222,76008643416
maria.lopes@bol.com.br,91c516,Maria,Lopes,088262420,Marechal Marcos de Meneghel Pedri,762,Casa,Belo Horizonte,VISA teste,4716199735003300,1027,346,44467106237
aline.iboshi@outlook.com,2f232e,Aline,Iboshi,484807653,Marechal Laura de Barreto Strozzi,1600,Casa,Cuiabá,VISA teste,4486865375599720,0524,498,30752186160
antonio.kawasaki@outlook.com,081e21,Antonio,Kawasaki,337501022,Marechal Luiz Kruger Gil,1109,Ap. 71,Campo Grande,VISA teste,4532977039100250,0622,941,04404037315
ossian.meneghel@gmail.com,481833,Ossian,Meneghel,851618721,Presidente José Dencker Krum,371,Casa,Belo Horizonte,VISA teste,4486085038764770,0422,023,82651865107
livia.harres@outlook.com,3890d0,Livia,Harres,857624336,Marechal Maria da Pera Maruffa,1183,Ap. 130,Rio de Janeiro,VISA teste,4716790634496260,0623,201,52176067764
jorge.dencker@outlook.com,a555db,Jorge,Dencker,042808084,Coronel José Vicente Schumacher,408,Ap. 26,Porto Seguro,VISA teste,4532416279344270,0228,324,45638661088
andré.pera@outlook.com,110bf5,André,Pera,283441152,Coronel Paraná,749,Casa,Itapoá,VISA teste,4929495428161240,0827,728,86148063726
guilherme.harres@bol.com.br,ee2e9d,Guilherme,Harres,850634023,Marechal Luna Souza Harres,913,Ap. 33,Vitória,VISA teste,4916493850674290,0126,263,14548702426
ossian.ameixa@gmail.com,5fa449,Ossian,Ameixa,042586523,Presidente Maria Lopes Kawasaki,441,Casa,Manaus,VISA teste,4539734989075080,1225,649,78473467012
renan.kawasaki@outlook.com,b55e8c,Renan,Kawasaki,133477153,Presidente Luiz Queiroz Andrade,760,Ap. 94,Vitória,VISA teste,4532606453116550,0028,261,61376160306
guilherme.strozzi@outlook.com,4210c8,Guilherme,Strozzi,434884865,Marechal Rio de Janeiro,1067,Casa,Curitibanos,VISA teste,4556703937837810,0929,496,63770731620
silvana.vicente@gmail.com,b9f45e,Silvana,Vicente,155104044,Marechal Silvana Dencker Kawasaki,224,Casa,Rio de Janeiro,VISA teste,4486320495556620,0124,659,78153356576
edson.olini@outlook.com,ff477b,Edson,Olini,284011473,Presidente Emerson Padovani Kniss,147,Casa,Rio de Janeiro,VISA teste,4539019813164830,1021,460,34817316154
dante.pera@outlook.com,5e3beb,Dante,Pera,325157845,Coronel Carolina da Rodrigues Harres,1658,Ap. 41,Divinópolis,VISA teste,4532443922228240,1126,073,41102513171
silvana.rodrigues@gmail.com,be711c,Silvana,Rodrigues,761875145,Coronel Thiago da Gil Meneghel,212,Casa,Nova Serrana,VISA teste,4024007189763570,1229,130,36178775303
thiago.meneghel@bol.com.br,b38121,Thiago,Meneghel,522050386,Marechal Mariana Kovalski Meneghel,839,Casa,Manaus,VISA teste,4532920557339030,0228,510,58782307660
guilherme.handa@outlook.com,9c0281,Guilherme,Handa,715404200,Presidente Eloisa Dencker Kawasaki,49,Casa,Maceió,VISA teste,4486092963943650,0023,828,14688104350
natalie.lopes@outlook.com,ea7ca7,Natalie,Lopes,348730644,Marechal Dante Kovalski Kawasaki,1937,Casa,Campo Grande,VISA teste,4532555772111530,0929,551,87587216573
luis.andrade@outlook.com,996e7f,Luis,Andrade,272868255,Marechal Emerson Gil Handa,1724,Casa,Porto Seguro,VISA teste,4024007188437290,0626,561,53513665463
roberto.dencker@bol.com.br,eed519,Roberto,Dencker,010135574,Presidente Mariana Kruger Dudeque,407,Casa,Divinópolis,VISA teste,4929636167108240,0228,059,53233727114
sílvio.kawasaki@gmail.com,8b389a,Sílvio,Kawasaki,767333282,Presidente Guilherme Barreto Iboshi,1376,Ap. 200,Aracaju,VISA teste,4929053154086010,0128,007,23287720306
silvana.andrade@bol.com.br,e91fd8,Silvana,Andrade,682583574,Coronel Edson de Calopsita Shinohata,1707,Ap. 124,Aracaju,VISA teste,4532336180873010,0829,733,25780785532
luis.campos@outlook.com,872ccb,Luis,Campos,257400220,Coronel Mariana da Pedri Pedri,856,Ap. 33,Belém,VISA teste,4532196288637610,0024,141,57688576077
luna.harres@outlook.com,d23c9b,Luna,Harres,216732186,Marechal Enzo Rodrigues Calopsita,739,Ap. 87,Maceió,VISA teste,4539362158811760,1223,210,70100586422
isabella.franco@gmail.com,c72a24,Isabella,Franco,451167062,Presidente Daniel Lopes Kruger,204,Casa,Campo Largo,VISA teste,4929319594842390,0627,826,50381562812
edson.kawasaki@bol.com.br,66a316,Edson,Kawasaki,636287122,Presidente Dante da Kruger Dencker,1086,Ap. 98,Salvador,VISA teste,4076176243665650,0829,025,78342834438
aline.megumi@outlook.com,5b81a1,Aline,Megumi,233838565,Coronel Antonio de Campos Ameixa,806,Casa,São Paulo,VISA teste,4929016696637140,0723,283,54337286468
guilherme.lopes@bol.com.br,bf1fd2,Guilherme,Lopes,188104815,Marechal Natalie de Moreira Ameixa,320,Casa,Itapoá,VISA teste,4916752088017070,0521,147,27273258841
sandra.cremonezi@outlook.com,81772c,Sandra,Cremonezi,836214502,Coronel Fernando Kovalski Maruffa,365,Ap. 107,Belo Horizonte,VISA teste,4576433168807670,0723,625,62435113280
laura.strozzi@gmail.com,fa81a3,Laura,Strozzi,416343478,Presidente Rio de Janeiro,236,Ap. 91,Salvador,VISA teste,4539155307328770,1026,526,84837775038
amadeus.krum@outlook.com,005efe,Amadeus,Krum,254048022,Marechal Isabella Dencker Campos,42,Ap. 112,Campo Grande,VISA teste,4539194099287290,0324,196,82254353270
fernando.kniss@bol.com.br,93a8b1,Fernando,Kniss,781847750,Coronel Jorge da Strozzi Kruger,1435,Casa,Curitiba,VISA teste,4539894005299060,1024,741,28558440862
amadeus.kruger@outlook.com,2a85bb,Amadeus,Kruger,068600487,Coronel Mato Grosso do Sul,1399,Ap. 173,São Paulo,VISA teste,4024007102549610,0328,418,80587625216
andré.iboshi@outlook.com,73642f,André,Iboshi,346635404,Presidente Fernando da Rodrigues Gomes,1404,Casa,Itapoá,VISA teste,4024007197797650,0629,025,38046771851
alan.vicente@outlook.com,305520,Alan,Vicente,574810178,Presidente Eduarda Iboshi Iboshi,741,Ap. 82,Maceió,VISA teste,4929614718598890,0026,406,07722135776
natalie.yamada@outlook.com,713948,Natalie,Yamada,252664206,Coronel Minas Gerais,1831,Ap. 115,Curitibanos,VISA teste,4716717492636070,0924,529,26505054477
isabella.shinohata@outlook.com,c22bac,Isabella,Shinohata,330461601,Marechal Fernando Maruffa Franco,1709,Casa,Nova Serrana,VISA teste,4716636372551380,0525,476,52243886536
maria.yamada@bol.com.br,236749,Maria,Yamada,327037676,Marechal Eloisa da Rodrigues Pereira,1470,Casa,Cuiabá,VISA teste,4929347419508590,0727,832,23170476337
ossian.gil@outlook.com,563296,Ossian,Gil,471432225,Presidente Luiz Starosta Franco,1036,Ap. 45,Belo Horizonte,VISA teste,4571444714279400,0227,130,16281162253
isabella.pedri@outlook.com,5c5bcc,Isabella,Pedri,054865871,Marechal Livia Krum Starosta,1140,Ap. 132,Palotina,VISA teste,4539980689927690,0122,374,46380733436
isabella.lopes@gmail.com,8c2d17,Isabella,Lopes,286806763,Presidente Renan da Harres Strozzi,792,Ap. 175,Monte Alegre do Sul,VISA teste,4929376322829790,0429,359,40555067804
luna.gomes@outlook.com,117a33,Luna,Gomes,236640873,Marechal Livia de Schumacher Ameixa,1606,Ap. 154,Belo Horizonte,VISA teste,4486688346317090,0225,776,77671342345
denise.dudeque@outlook.com,bee6c3,Denise,Dudeque,145025037,Marechal Aline Pedri Pereira,61,Casa,São Paulo,VISA teste,4916593147547010,0825,670,06546023863
enzo.andrade@bol.com.br,9bea1a,Enzo,Andrade,315272888,Coronel Luiz de Kovalski Calopsita,496,Casa,Palotina,VISA teste,4486246334625590,0724,054,80874666237
alfredo.schumacher@outlook.com,7c266d,Alfredo,Schumacher,623464288,Marechal Carolina Starosta Maruffa,183,Casa,Belém,VISA teste,4653863497118550,0723,431,81728031351
isabella.maruffa@outlook.com,3bc6bc,Isabella,Maruffa,580883716,Marechal Sílvio Kruger Andrade,1069,Casa,Maceió,VISA teste,4385565858962150,1222,750,23547567727
isabella.gomes@outlook.com,d1f32e,Isabella,Gomes,221762520,Presidente Amazonas,353,Casa,Monte Alegre do Sul,VISA teste,4486576090270320,0524,183,24226777261
marcos.dudeque@outlook.com,c75a4b,Marcos,Dudeque,162633260,Marechal Thiago de Iboshi Souza,1900,Casa,Aracaju,VISA teste,4916021597808430,0722,397,68500258278
luis.pera@gmail.com,055e8c,Luis,Pera,300680562,Coronel André Handa Maruffa,249,Casa,Cuiabá,VISA teste,4716812673475620,0526,980,28111131286
pedro.gomes@gmail.com,6770a8,Pedro,Gomes,678811588,Marechal Enzo de Gomes Kruger,95,Ap. 72,Palotina,VISA teste,4486856716342270,1029,857,16216678708
denise.maruffa@gmail.com,cd0d9f,Denise,Maruffa,235665537,Presidente Amadeus Olini Ameixa,1960,Casa,Maceió,VISA teste,4556619105432250,0228,841,21032677267
josé.barreto@bol.com.br,6db66d,José,Barreto,602842143,Coronel Eduarda Ameixa Pedri,938,Casa,Nova Serrana,VISA teste,4916943330444440,0621,735,88565371760
guilherme.franco@outlook.com,b0d6e0,Guilherme,Franco,157128167,Coronel Júlia Cremonezi Schumacher,1680,Ap. 162,Porto Alegre,VISA teste,4556889391855860,0226,767,20165011556
maria.pereira@gmail.com,8f67f8,Maria,Pereira,511857350,Coronel Roberto Kniss Vicente,1818,Ap. 31,Belém,VISA teste,4556352431641520,0224,176,04042267328
jorge.kawasaki@outlook.com,1ba654,Jorge,Kawasaki,165377474,Presidente André da Moreira Calopsita,1776,Ap. 22,Maceió,VISA teste,4539509547250530,1221,074,22707336534
natalie.martins@outlook.com,e97d80,Natalie,Martins,474741071,Marechal Sergipe,223,Casa,Porto Alegre,VISA teste,4929216325092490,0528,999,35273726330
luna.kniss@bol.com.br,04bc7e,Luna,Kniss,245537635,Presidente Guilherme Rodrigues Souza,1482,Ap. 169,Cuiabá,VISA teste,4556685676135730,0524,500,41614836408
silvana.kawasaki@bol.com.br,bb09b3,Silvana,Kawasaki,172652826,Coronel Guilherme Maruffa Handa,1233,Casa,Curitibanos,VISA teste,4024007113566550,0723,566,43344382838
carolina.martins@outlook.com,f14b65,Carolina,Martins,810043348,Presidente André da Vicente Rodrigues,1881,Ap. 126,São Paulo,VISA teste,4916372402786170,0229,805,62846623122
marcos.dudeque@bol.com.br,c75a4b,Marcos,Dudeque,504745780,Presidente Emerson Rodrigues Rodrigues,956,Ap. 140,Rio de Janeiro,VISA teste,4916140847882340,0223,262,42408343223
fernando.queiroz@gmail.com,57f312,Fernando,Queiroz,101842536,Presidente Antonio Ameixa Olini,1857,Ap. 38,Belém,VISA teste,4539412815455050,0128,770,05420042624
thiago.pereira@outlook.com,b9fc31,Thiago,Pereira,410146357,Presidente José Campos Dencker,510,Ap. 96,Curitibanos,VISA teste,4929251484702540,0024,863,51816668520
antonio.martins@bol.com.br,2e870e,Antonio,Martins,271324761,Presidente Mato Grosso,1580,Ap. 44,Vitória,VISA teste,4024007138426100,1126,940,56423183747
guilherme.gallice@outlook.com,1dab17,Guilherme,Gallice,414885524,Presidente Luna de Maruffa Strozzi,196,Casa,Manaus,VISA teste,4486876625078660,0624,795,57177662203
jorge.vicente@gmail.com,d9488c,Jorge,Vicente,665226633,Presidente Guilherme da Starosta Rodrigues,51,Ap. 53,Nova Serrana,VISA teste,4929831748218180,0127,835,81622058633
pedro.megumi@outlook.com,89c387,Pedro,Megumi,163040573,Marechal Alan Meneghel Pereira,125,Ap. 192,Curitibanos,VISA teste,4024007106274570,0921,691,22210848225
amadeus.ameixa@bol.com.br,9ce203,Amadeus,Ameixa,185425274,Coronel Laura da Campos Lopes,366,Ap. 17,Curitibanos,VISA teste,4486565042627500,0128,518,33188280788
